1002;2022-03-02;09:24:00.0000000;69;Female;26;Clothing;2;500;270;1000
1026;2022-11-24;19:10:00.0000000;60;Female;28;Electronics;2;500;520;1000
104;2022-06-09;22:58:00.0000000;129;Female;34;Beauty;2;500;190;1000
1049;2022-05-16;06:36:00.0000000;143;Female;54;Electronics;2;500;125;1000
1094;2023-06-15;20:34:00.0000000;1;Female;47;Beauty;2;500;210;1000
1097;2022-12-26;20:53:00.0000000;86;Female;51;Beauty;2;500;485;1000
1104;2022-07-11;20:13:00.0000000;70;Female;34;Beauty;2;500;150;1000
1117;2023-09-11;07:48:00.0000000;144;Male;19;Electronics;2;500;210;1000
1137;2022-11-05;22:34:00.0000000;104;Male;46;Beauty;2;500;145;1000
1153;2022-09-24;12:30:00.0000000;91;Male;63;Electronics;2;500;265;1000
1161;2023-06-29;11:06:00.0000000;30;Male;64;Beauty;2;500;160;1000
117;2023-08-04;11:38:00.0000000;8;Male;19;Electronics;2;500;230;1000
1203;2023-11-26;18:36:00.0000000;2;Male;56;Clothing;2;500;145;1000
1235;2022-04-04;06:44:00.0000000;87;Female;23;Electronics;2;500;220;1000
1237;2022-02-23;09:20:00.0000000;48;Female;50;Beauty;2;500;215;1000
1274;2023-10-06;09:01:00.0000000;2;Female;23;Clothing;2;500;185;1000
1275;2023-03-02;08:48:00.0000000;5;Male;43;Clothing;2;500;250;1000
1256;2022-11-05;09:58:00.0000000;29;Male;23;Clothing;2;500;190;1000
1297;2023-10-20;22:32:00.0000000;21;Female;40;Electronics;2;500;535;1000
1299;2022-05-08;18:58:00.0000000;11;Male;61;Electronics;2;500;250;1000
1346;2022-04-10;10:01:00.0000000;112;Male;59;Clothing;2;500;130;1000
1352;2023-10-19;17:40:00.0000000;14;Male;57;Electronics;2;500;260;1000
137;2022-09-10;20:42:00.0000000;66;Male;46;Beauty;2;500;125;1000
1393;2022-10-08;17:24:00.0000000;56;Female;22;Beauty;2;500;580;1000
1395;2023-09-10;14:18:00.0000000;91;Male;50;Electronics;2;500;130;1000
1404;2023-08-20;18:15:00.0000000;155;Male;46;Electronics;2;500;185;1000
1382;2023-05-20;18:13:00.0000000;139;Female;53;Clothing;2;500;185;1000
1418;2022-09-17;18:19:00.0000000;68;Female;60;Electronics;2;500;215;1000
1453;2023-10-14;13:24:00.0000000;113;Female;26;Clothing;2;500;205;1000
1461;2023-05-01;08:43:00.0000000;63;Female;18;Beauty;2;500;180;1000
1470;2023-06-26;19:47:00.0000000;1;Female;57;Clothing;2;500;165;1000
153;2023-11-19;15:52:00.0000000;62;Male;63;Electronics;2;500;195;1000
1534;2022-06-13;19:44:00.0000000;72;Male;45;Clothing;2;500;270;1000
1589;2023-07-01;06:30:00.0000000;5;Female;36;Beauty;2;500;145;1000
1600;2022-12-18;17:44:00.0000000;67;Female;59;Beauty;2;500;575;1000
1605;2022-01-24;19:39:00.0000000;2;Male;37;Electronics;2;500;165;1000
161;2023-07-01;06:58:00.0000000;104;Male;64;Beauty;2;500;195;1000
1621;2022-09-22;10:49:00.0000000;2;Female;40;Beauty;2;500;160;1000
1660;2023-09-23;20:27:00.0000000;2;Female;38;Beauty;2;500;160;1000
1662;2023-12-20;12:38:00.0000000;106;Male;48;Beauty;2;500;240;1000
1683;2022-05-04;07:19:00.0000000;98;Male;38;Beauty;2;500;220;1000
1684;2023-01-23;21:40:00.0000000;43;Female;28;Clothing;2;500;200;1000
1709;2023-09-13;20:22:00.0000000;97;Female;19;Electronics;2;500;185;1000
1732;2022-02-25;07:05:00.0000000;55;Male;61;Electronics;2;500;215;1000
1779;2023-01-02;19:45:00.0000000;3;Female;56;Electronics;2;500;190;1000
1816;2022-06-17;22:30:00.0000000;52;Male;47;Beauty;2;500;245;1000
1850;2022-02-16;20:44:00.0000000;154;Female;26;Beauty;2;500;240;1000
1853;2023-05-29;18:39:00.0000000;2;Male;21;Beauty;2;500;190;1000
1880;2023-06-14;20:03:00.0000000;37;Male;22;Beauty;2;500;175;1000
1966;2022-07-20;09:52:00.0000000;74;Male;60;Electronics;2;500;200;1000
1986;2022-09-14;08:28:00.0000000;29;Female;49;Clothing;2;500;145;1000
1990;2023-11-22;17:02:00.0000000;48;Female;58;Beauty;2;500;155;1000
1994;2022-11-20;13:27:00.0000000;86;Female;51;Beauty;2;500;250;1000
2;2022-06-24;10:07:00.0000000;104;Female;26;Clothing;2;500;135;1000
203;2023-03-12;21:33:00.0000000;4;Male;56;Clothing;2;500;175;1000
235;2022-03-10;10:13:00.0000000;132;Female;23;Electronics;2;500;275;1000
237;2022-04-11;08:54:00.0000000;105;Female;50;Beauty;2;500;165;1000
256;2022-01-09;08:05:00.0000000;3;Male;23;Clothing;2;500;270;1000
26;2023-10-14;17:54:00.0000000;51;Female;28;Electronics;2;500;600;1000
274;2023-04-14;07:12:00.0000000;4;Female;23;Clothing;2;500;150;1000
275;2023-03-05;11:34:00.0000000;2;Male;43;Clothing;2;500;260;1000
297;2022-09-12;21:09:00.0000000;70;Female;40;Electronics;2;500;595;1000
299;2023-01-25;20:03:00.0000000;76;Male;61;Electronics;2;500;230;1000
346;2022-09-05;06:54:00.0000000;38;Male;59;Clothing;2;500;215;1000
352;2023-07-28;17:55:00.0000000;54;Male;57;Electronics;2;500;175;1000
382;2023-07-14;21:20:00.0000000;29;Female;53;Clothing;2;500;245;1000
393;2022-10-19;18:52:00.0000000;85;Female;22;Beauty;2;500;595;1000
395;2022-12-01;15:00:00.0000000;76;Male;50;Electronics;2;500;175;1000
404;2023-02-13;19:55:00.0000000;59;Male;46;Electronics;2;500;160;1000
418;2022-04-01;18:05:00.0000000;95;Female;60;Electronics;2;500;155;1000
461;2023-07-18;10:33:00.0000000;21;Female;18;Beauty;2;500;265;1000
453;2022-10-14;14:45:00.0000000;90;Female;26;Clothing;2;500;265;1000
470;2023-12-26;18:58:00.0000000;4;Female;57;Clothing;2;500;165;1000
49;2022-09-17;10:33:00.0000000;37;Female;54;Electronics;2;500;255;1000
534;2023-04-27;22:30:00.0000000;112;Male;45;Clothing;2;500;140;1000
589;2023-07-08;07:11:00.0000000;5;Female;36;Beauty;2;500;145;1000
600;2023-10-09;18:39:00.0000000;64;Female;59;Beauty;2;500;525;1000
605;2023-10-19;22:24:00.0000000;76;Male;37;Electronics;2;500;180;1000
621;2022-04-13;09:55:00.0000000;138;Female;40;Beauty;2;500;275;1000
660;2023-07-29;18:46:00.0000000;2;Female;38;Beauty;2;500;270;1000
662;2022-12-03;12:40:00.0000000;100;Male;48;Beauty;2;500;145;1000
683;2022-03-06;10:22:00.0000000;82;Male;38;Beauty;2;500;175;1000
684;2023-06-20;18:02:00.0000000;54;Female;28;Clothing;2;500;225;1000
709;2022-09-22;22:32:00.0000000;61;Female;19;Electronics;2;500;140;1000
732;2022-10-13;08:45:00.0000000;136;Male;61;Electronics;2;500;250;1000
779;2023-05-15;19:19:00.0000000;3;Female;56;Electronics;2;500;155;1000
816;2023-09-27;19:29:00.0000000;133;Male;47;Beauty;2;500;240;1000
850;2023-09-14;19:01:00.0000000;58;Female;26;Beauty;2;500;235;1000
853;2023-05-14;22:29:00.0000000;3;Male;21;Beauty;2;500;155;1000
880;2023-09-26;20:13:00.0000000;63;Male;22;Beauty;2;500;175;1000
94;2023-03-13;22:39:00.0000000;5;Female;47;Beauty;2;500;250;1000
966;2022-11-07;07:22:00.0000000;119;Male;60;Electronics;2;500;190;1000
97;2022-11-26;18:17:00.0000000;112;Female;51;Beauty;2;500;555;1000
986;2022-08-01;09:35:00.0000000;65;Female;49;Clothing;2;500;200;1000
990;2023-03-29;21:45:00.0000000;68;Female;58;Beauty;2;500;235;1000
994;2022-12-24;16:38:00.0000000;73;Female;51;Beauty;2;500;125;1000
99;2023-11-19;15:12:00.0000000;71;Female;50;Electronics;4;300;132;1200
943;2022-11-05;19:29:00.0000000;90;Female;57;Clothing;4;300;318;1200
862;2022-12-11;21:37:00.0000000;29;Male;28;Electronics;4;300;78;1200
908;2022-10-30;14:47:00.0000000;64;Male;46;Beauty;4;300;81;1200
928;2023-11-05;10:20:00.0000000;54;Female;35;Clothing;4;300;90;1200
847;2023-01-10;08:42:00.0000000;2;Female;18;Electronics;4;300;162;1200
828;2022-11-24;15:54:00.0000000;76;Female;33;Electronics;4;300;132;1200
839;2023-11-11;21:02:00.0000000;130;Female;20;Electronics;4;300;96;1200
800;2022-09-19;07:33:00.0000000;111;Male;32;Clothing;4;300;87;1200
726;2022-06-05;19:37:00.0000000;72;Male;47;Clothing;4;300;126;1200
729;2023-08-26;22:29:00.0000000;3;Male;29;Clothing;4;300;84;1200
756;2023-07-17;20:33:00.0000000;4;Female;62;Electronics;4;300;333;1200
757;2023-10-06;12:10:00.0000000;82;Female;43;Electronics;4;300;105;1200
716;2023-08-13;19:51:00.0000000;137;Female;60;Clothing;4;300;108;1200
648;2023-02-23;18:13:00.0000000;41;Male;53;Beauty;4;300;138;1200
614;2023-02-13;06:28:00.0000000;61;Female;39;Beauty;4;300;120;1200
682;2023-10-23;20:51:00.0000000;60;Male;46;Beauty;4;300;354;1200
663;2023-08-16;06:32:00.0000000;133;Male;23;Clothing;4;300;87;1200
669;2022-01-23;20:24:00.0000000;110;Male;24;Beauty;4;300;87;1200
67;2023-08-19;20:19:00.0000000;119;Female;48;Beauty;4;300;129;1200
587;2023-09-04;19:00:00.0000000;91;Female;40;Beauty;4;300;99;1200
597;2022-11-01;19:29:00.0000000;84;Male;22;Beauty;4;300;111;1200
58;2023-09-16;19:18:00.0000000;53;Male;18;Clothing;4;300;75;1200
524;2023-09-17;19:52:00.0000000;12;Male;46;Beauty;4;300;297;1200
553;2023-03-20;06:17:00.0000000;106;Male;24;Clothing;4;300;81;1200
559;2022-12-12;10:48:00.0000000;5;Female;40;Clothing;4;300;84;1200
479;2022-11-03;21:35:00.0000000;90;Male;52;Electronics;4;300;105;1200
481;2023-07-13;17:12:00.0000000;48;Female;43;Electronics;4;300;114;1200
482;2023-08-12;18:57:00.0000000;3;Female;28;Clothing;4;300;141;1200
484;2022-03-13;07:52:00.0000000;135;Female;19;Clothing;4;300;75;1200
459;2023-05-23;07:12:00.0000000;122;Male;28;Clothing;4;300;75;1200
46;2022-11-08;17:50:00.0000000;54;Female;20;Electronics;4;300;84;1200
462;2023-08-26;10:04:00.0000000;71;Male;63;Electronics;4;300;132;1200
424;2023-12-20;19:21:00.0000000;101;Male;57;Beauty;4;300;147;1200
431;2022-10-29;22:02:00.0000000;99;Male;63;Electronics;4;300;345;1200
437;2023-11-26;18:53:00.0000000;56;Female;35;Electronics;4;300;345;1200
441;2023-11-06;22:00:00.0000000;85;Male;57;Beauty;4;300;351;1200
405;2022-10-17;17:55:00.0000000;79;Female;25;Clothing;4;300;324;1200
308;2022-03-31;19:12:00.0000000;130;Female;34;Beauty;4;300;126;1200
31;2023-12-31;17:47:00.0000000;3;Male;44;Electronics;4;300;129;1200
298;2023-10-05;19:05:00.0000000;3;Male;27;Beauty;4;300;84;1200
292;2022-10-10;06:33:00.0000000;111;Male;20;Beauty;4;300;141;1200
296;2022-12-31;22:44:00.0000000;73;Female;22;Clothing;4;300;369;1200
320;2022-04-20;08:35:00.0000000;57;Female;28;Electronics;4;300;159;1200
332;2023-04-24;11:28:00.0000000;138;Male;58;Electronics;4;300;105;1200
333;2022-10-06;08:15:00.0000000;21;Female;54;Electronics;4;300;99;1200
340;2023-09-19;22:59:00.0000000;54;Female;36;Clothing;4;300;294;1200
361;2022-09-12;16:37:00.0000000;112;Female;34;Electronics;4;300;81;1200
368;2023-01-31;21:11:00.0000000;90;Female;56;Clothing;4;300;132;1200
202;2023-01-25;06:24:00.0000000;61;Female;34;Clothing;4;300;120;1200
1908;2023-12-17;12:34:00.0000000;93;Male;46;Beauty;4;300;87;1200
1928;2023-07-29;06:39:00.0000000;93;Female;35;Clothing;4;300;75;1200
1943;2023-11-17;21:00:00.0000000;108;Female;57;Clothing;4;300;321;1200
1847;2023-07-28;07:14:00.0000000;5;Female;18;Electronics;4;300;123;1200
1862;2022-02-06;22:50:00.0000000;64;Male;28;Electronics;4;300;165;1200
1828;2022-10-14;14:14:00.0000000;99;Female;33;Electronics;4;300;165;1200
1839;2022-08-28;21:57:00.0000000;92;Female;20;Electronics;4;300;156;1200
1756;2022-05-12;22:16:00.0000000;119;Female;62;Electronics;4;300;297;1200
1757;2023-09-29;16:42:00.0000000;50;Female;43;Electronics;4;300;132;1200
1800;2022-08-21;10:53:00.0000000;1;Male;32;Clothing;4;300;111;1200
1682;2022-12-30;19:30:00.0000000;71;Male;46;Beauty;4;300;315;1200
181;2023-11-06;19:59:00.0000000;79;Male;19;Electronics;4;300;327;1200
1716;2022-02-12;19:16:00.0000000;39;Female;60;Clothing;4;300;87;1200
1726;2023-06-26;18:12:00.0000000;13;Male;47;Clothing;4;300;93;1200
1729;2023-11-22;18:55:00.0000000;82;Male;29;Clothing;4;300;81;1200
1648;2023-07-10;17:18:00.0000000;16;Male;53;Beauty;4;300;87;1200
165;2022-09-24;19:01:00.0000000;75;Female;60;Clothing;4;300;318;1200
1663;2023-12-07;07:04:00.0000000;33;Male;23;Clothing;4;300;81;1200
1669;2022-08-04;22:28:00.0000000;83;Male;24;Beauty;4;300;123;1200
